-0.012570	0.042118	0.041129	-0.026188	0.000211	-0.011509	-0.013787	0.049162	0.024025	-0.012558	-0.002869	0.018138	0.003603	-0.021888	-0.047392	0.009352	0.018178	0.014392	0.027656	-0.005036	-0.008943	0.003515	0.021210	-0.017931	-0.019445	0.033114	-0.021573	0.020903	0.010999	-0.000564	-0.014992	0.039452	-0.024669	-0.025736	0.002950	-0.040596	0.034265	0.011832	-0.001107	-0.000408	0.024229	0.025067	-0.012959	-0.026340	0.010187	-0.007968	-0.013279	0.021217	0.010646	0.039397	0.010117	-0.005381	-0.026501	-0.001943	0.005656	0.008923	-0.021581	0.005047	-0.007710	0.022590	-0.038106	-0.034346	-0.020916	0.023082	0.011238	-0.034388	0.010562	0.018750	-0.026212	0.007625	-0.017400	0.013819	-0.024289	-0.021191	0.004266	0.039007	-0.027229	0.035287	0.006642	0.001364	0.025683	0.004639	-0.020908	0.047888	0.031176	0.027123	-0.005098	0.012674	-0.014918	0.018396	-0.025914	-0.008905	-0.028864	0.003081	0.019616	0.034566	-0.000078	-0.015175	0.005508	-0.009826	-0.019240	0.019015	0.024511	0.024126	-0.023579	0.040824	0.044573	0.050738	-0.010522	0.011192	0.001563	-0.030803	-0.015424	-0.029149	-0.000615	0.021030	0.020567	0.019524	-0.013807	-0.037175	0.020282	-0.018888	0.002813	-0.016047	-0.033210	0.070511	-0.017229	-0.013291
0.141573	-0.153697	-0.097761	-0.159781	-0.125985	0.112104	0.018847	-0.113026	-0.138731	-0.020085	0.050623	-0.059880	-0.044845	0.034499	0.118401	-0.011790	0.049686	-0.166226	0.176332	-0.015955	-0.157481	-0.009942	-0.134738	-0.093715	0.193601	0.105696	0.036485	0.130381	-0.129243	0.232697	0.152797	-0.195733	-0.145056	0.053975	0.356515	0.010979	-0.143898	0.147062	-0.055627	-0.047787	-0.146530	0.236535	0.113446	-0.036798	-0.150825	0.049452	0.007167	0.210179	0.163391	-0.099129	-0.281427	0.169235	0.062222	0.137906	-0.212981	0.203931	-0.130245	-0.339418	-0.242049	-0.052722	-0.048084	0.129357	0.031334	-0.218658	0.170947	0.137482	0.068328	0.019557	-0.022329	0.161366	0.062143	0.061529	-0.012863	-0.087883	0.042141	-0.028588	0.057806	0.087641	0.038672	-0.103794	0.037457	0.061552	-0.191570	0.050966	-0.259517	0.090763	0.095461	-0.088462	0.067638	0.147569	-0.001983	0.234023	0.016462	-0.123531	0.086402	0.075397	-0.139353	0.097579	-0.053533	0.347557	-0.207052	-0.070213	0.040767	-0.222602	-0.069330	0.009256	-0.084290	-0.054236	-0.040683	0.130656	0.046452	-0.018054	-0.014443	0.130681	0.043983	0.044355	-0.247740	0.051133	-0.034254	0.080959	-0.128301	0.055957	-0.068955	-0.019961	0.256588	-0.190676	0.040293	-0.039071
-0.029833	-0.122528	0.218451	0.054637	0.026815	-0.054718	-0.095649	-0.221642	0.122268	0.187695	0.225019	0.023358	0.082637	0.143735	0.087616	0.189033	-0.010845	-0.012366	0.028404	0.088028	-0.075962	-0.068745	-0.237489	0.041893	0.230600	-0.108508	0.032503	-0.078794	-0.200514	0.148316	-0.030807	-0.204683	0.053506	-0.057399	0.009388	0.085959	0.024245	0.171784	0.027147	0.084339	-0.045683	0.033095	-0.066090	0.266184	-0.122173	-0.091257	-0.410780	0.151301	-0.009205	0.117519	0.147952	0.120993	-0.235750	0.098974	0.228756	-0.056255	0.235627	0.092310	0.196725	0.151941	0.157396	0.246543	0.104095	-0.066210	-0.102631	-0.125978	0.231714	-0.077726	0.073963	0.227788	0.205460	0.031228	0.101150	0.156582	0.206516	-0.146999	0.113552	0.083955	-0.101803	-0.111625	0.137107	0.178297	0.191200	-0.126202	0.070984	-0.072454	0.035469	-0.086722	-0.055635	-0.124763	0.272638	-0.041987	-0.204085	-0.006460	-0.143201	-0.246769	-0.063636	-0.024895	0.200571	-0.002442	-0.284062	-0.050888	0.123441	-0.184029	0.091393	-0.047993	0.069083	-0.195914	-0.037092	-0.158084	0.131230	0.108679	0.018449	-0.083246	-0.196196	-0.050006	0.006948	0.096804	0.061637	-0.165612	0.134712	0.238664	-0.082134	-0.105405	-0.108347	-0.130621	-0.207040	0.069963
-0.022904	0.054403	-0.232179	-0.211044	-0.488448	0.437400	-0.059471	-0.182863	-0.080806	0.105451	-0.028521	0.152617	0.069045	-0.039693	0.052561	0.035881	0.039963	-0.029078	-0.027461	0.055035	0.007519	0.192372	0.120599	-0.149511	-0.077996	-0.287055	-0.143098	-0.158089	0.079341	-0.029843	0.188836	-0.050990	0.075192	-0.048399	-0.010873	0.130138	0.077848	-0.175016	-0.135355	-0.160239	-0.135066	-0.233769	-0.124146	0.161836	-0.050832	0.158119	-0.129072	-0.217400	-0.144721	-0.013368	0.302646	-0.089480	-0.245175	0.091601	0.141346	0.107527	-0.022352	-0.110638	0.010309	0.031281	0.069360	-0.092952	0.000356	0.011839	0.082495	0.233825	0.096929	-0.090669	0.067186	-0.010528	-0.252579	0.053836	-0.026464	-0.004906	-0.057016	-0.004661	-0.056355	-0.180563	0.214230	-0.137828	-0.137802	-0.112558	-0.041510	0.040733	-0.143148	-0.021418	-0.206407	0.203264	-0.444123	-0.071185	-0.107905	-0.060276	0.116888	0.077889	0.033612	-0.218623	0.025781	-0.153767	-0.083913	0.000606	-0.086337	0.044203	0.024133	-0.122918	0.038245	0.058658	-0.005885	-0.110642	0.082713	0.034943	0.050452	-0.023621	0.005988	0.034759	-0.115746	0.393352	0.041411	0.060172	0.120278	0.136670	-0.055413	-0.194228	-0.004426	0.188760	-0.093169	-0.225160	0.006811	0.287529
-0.074576	0.055472	-0.072715	0.089864	-0.388129	0.098707	0.005224	0.027303	-0.181181	0.094574	0.010383	-0.388034	-0.170485	0.005303	-0.183269	-0.083757	0.068908	0.222175	-0.183490	0.310187	-0.106168	0.094140	0.120505	-0.256512	0.138163	0.116838	0.171822	0.100842	-0.045118	-0.260308	-0.123804	0.107080	-0.088419	-0.017477	-0.195115	0.003999	-0.171866	-0.255170	-0.056031	-0.279903	-0.066023	-0.014979	0.253976	0.146803	-0.262346	0.328855	0.344505	-0.456276	-0.107944	-0.125861	0.016175	-0.172229	-0.019330	-0.034202	-0.002782	0.171385	0.193325	0.035567	0.008036	0.109462	-0.152299	0.191776	0.068188	-0.141607	0.131139	-0.049557	0.040081	0.029377	0.310860	0.072170	0.088726	0.216111	-0.110459	0.100713	-0.125041	0.142565	0.056728	-0.254282	0.095695	0.304626	0.130041	0.034438	-0.024413	-0.056117	0.234775	-0.119161	-0.148322	-0.244067	0.335965	0.053218	0.013456	-0.268409	0.253310	0.235736	-0.257642	0.012281	0.040572	0.062829	0.137562	0.068635	0.469619	-0.200402	-0.292723	-0.216412	0.231602	-0.182793	-0.035732	0.019779	-0.029929	-0.049500	-0.190939	0.049669	0.142961	-0.075198	-0.300938	-0.231739	0.030473	-0.021883	0.191861	0.015315	0.122146	0.040793	-0.096536	-0.093229	0.187184	-0.047523	-0.115866	-0.070142
-0.058882	-0.168925	-0.131356	-0.145068	0.191736	0.126463	0.047564	0.030980	-0.065841	-0.149677	-0.249337	0.126798	-0.262632	-0.118718	0.280665	0.041855	0.000443	0.128416	-0.104090	-0.210248	0.252416	-0.222195	-0.150661	0.294129	0.061829	-0.122914	-0.090615	-0.016289	0.253447	-0.033836	0.107131	-0.118326	0.172419	0.133476	-0.052793	0.139227	0.038451	0.131514	0.203843	-0.175344	-0.040714	-0.193913	-0.070888	0.016270	0.051232	-0.131696	0.115235	-0.160247	-0.342598	-0.071715	0.239860	-0.214331	-0.045521	0.269809	0.334392	-0.013459	-0.071333	-0.074800	0.079002	-0.096493	0.195796	0.002990	0.285827	-0.072161	-0.165160	0.114089	0.054493	0.074117	-0.102158	0.029400	0.254453	0.158163	-0.028796	0.211757	-0.017726	0.048762	0.128465	0.164846	-0.286753	-0.095760	0.026208	-0.117489	-0.063388	-0.102535	0.079862	0.270953	-0.153072	0.180686	0.025139	0.138275	0.409167	-0.097019	-0.057057	0.201024	-0.254313	0.007228	0.097578	0.037065	0.050763	0.027939	-0.126590	-0.101343	-0.238731	0.152244	-0.108619	-0.274048	0.087813	-0.209832	0.052538	0.114829	-0.381950	-0.046100	-0.014355	0.069815	0.237925	0.031020	-0.176423	0.282747	0.137366	0.094274	0.151051	0.311760	0.350956	0.017841	0.089856	0.122568	0.004169	-0.006992
0.089854	-0.103850	-0.047725	0.056082	0.004576	-0.100463	-0.167333	-0.001117	0.044384	0.218154	-0.079535	0.119231	0.121756	-0.239577	0.211172	0.040517	-0.149329	-0.127132	-0.080727	-0.207968	0.113698	-0.008636	-0.012964	0.028068	-0.227329	-0.007896	0.071568	0.194716	0.127047	-0.212475	-0.076134	-0.131238	-0.292420	-0.074371	-0.113222	0.293398	-0.074586	0.087151	0.079141	0.500060	0.158584	-0.051080	0.043994	0.201361	-0.038211	-0.201478	0.284306	0.061765	0.130481	-0.079289	-0.268524	-0.173488	-0.164496	-0.181194	-0.208509	0.010525	0.167209	-0.044765	-0.003983	0.131925	0.120524	0.031515	0.056085	0.211701	0.100829	0.200257	0.222212	0.193784	0.096323	-0.117329	0.099992	-0.119022	0.364528	0.063393	-0.250541	0.004771	0.245177	-0.096578	-0.236868	-0.107187	-0.352313	-0.074159	0.223774	-0.021074	-0.253129	-0.214868	-0.128108	0.063397	-0.008608	0.101285	0.159049	0.278991	0.311522	-0.072812	-0.224150	-0.043631	0.299730	-0.096029	-0.038659	0.046055	0.120285	0.219963	0.275456	0.065736	-0.016437	-0.183490	-0.124584	-0.004944	0.187157	-0.209031	-0.095179	0.183625	0.030226	0.044877	0.127738	-0.194083	0.014365	-0.150091	-0.174403	0.350644	-0.025784	-0.007336	0.151902	-0.117894	0.115997	-0.045179	0.117998	0.051545
-0.207677	-0.177868	0.061307	0.137000	-0.180518	-0.043937	-0.041384	-0.090850	0.208542	-0.214788	0.062982	-0.082956	-0.054722	0.128825	0.147630	-0.321905	-0.127305	0.271886	-0.237863	-0.040195	0.015842	0.065926	0.029894	0.043809	0.249188	-0.103336	0.173054	0.264535	-0.031000	0.039921	0.235337	-0.159548	-0.023377	-0.039023	-0.011800	0.081580	-0.279335	-0.167440	0.037322	0.149226	-0.109887	-0.065807	-0.148165	0.100110	0.229180	-0.007598	0.439724	0.032758	0.010665	0.045577	-0.276566	-0.245426	0.118327	-0.261650	0.016976	-0.129686	0.080444	0.004477	-0.104667	-0.236154	0.075846	0.145010	-0.155621	0.152768	-0.019762	0.113979	-0.061559	-0.132729	0.232420	-0.270614	-0.211659	0.055006	-0.084371	0.088612	0.312668	0.160426	-0.080288	-0.153845	0.016798	-0.007407	-0.165231	-0.033077	-0.023079	0.010243	-0.131687	-0.056611	0.206279	-0.098182	-0.030861	0.039628	-0.142355	-0.048824	-0.136903	-0.108665	0.119683	-0.072089	-0.286004	0.054834	-0.110015	-0.133858	0.066497	-0.182840	0.104736	-0.190906	0.197995	0.014513	-0.197576	-0.089314	0.190199	0.303038	-0.183807	0.013777	0.025574	-0.182546	0.107170	0.104339	-0.139837	-0.090554	-0.171802	0.110898	-0.085087	0.177806	-0.015431	0.094555	0.122330	0.044314	-0.016300	0.150176
0.024331	-0.194048	0.152787	0.137768	0.042818	-0.165772	0.083115	-0.031813	-0.377729	-0.315929	-0.152815	-0.178244	-0.070660	0.127756	-0.187203	-0.092388	0.070086	-0.479919	-0.193930	-0.125797	0.202839	-0.056054	0.115837	-0.054043	0.135697	-0.240896	-0.114442	0.035062	0.073920	0.229347	-0.256776	0.174185	0.085195	0.008905	-0.255260	-0.100889	-0.160216	-0.004016	0.213044	0.049822	-0.100531	-0.250224	-0.022438	0.008113	-0.110042	-0.014080	0.087969	0.180884	-0.130735	-0.221424	-0.086524	0.002261	0.378006	0.037864	-0.155191	-0.140440	0.107045	-0.193276	0.041935	-0.009553	0.178502	-0.295316	-0.069870	0.028124	-0.196682	-0.199147	0.112760	-0.221960	-0.042158	-0.262051	-0.050159	-0.264437	-0.074487	-0.123233	-0.119734	-0.083245	-0.293354	0.223451	0.160605	0.064407	0.253873	-0.074134	-0.044984	-0.167824	0.164677	-0.035925	0.022989	-0.063885	0.215235	-0.089476	0.181955	0.095035	0.258658	0.181283	-0.038906	0.029321	0.148195	-0.196046	-0.099956	-0.005038	0.039621	0.189326	-0.056263	-0.040646	-0.094578	-0.069187	-0.253908	0.105271	-0.202751	-0.037940	-0.078704	0.322990	0.227957	0.007055	-0.052520	0.011367	-0.242492	0.006732	-0.141666	0.097239	0.048813	-0.151104	0.209233	-0.176254	0.139176	-0.285074	0.177147	-0.040372
0.237534	0.039615	-0.073706	-0.080193	0.218963	-0.065565	-0.037736	-0.271599	-0.058549	0.049935	-0.080254	-0.224160	0.005351	0.048209	0.166941	-0.185122	0.013338	0.124753	-0.118829	-0.004441	-0.201547	0.184183	0.177126	0.114281	0.015409	0.155069	-0.172494	-0.149796	0.094686	-0.014170	-0.051603	0.136289	0.353175	0.132612	0.253270	-0.019879	0.301486	-0.038786	0.203534	0.132033	0.241484	-0.357227	-0.025199	0.028541	0.203237	-0.240904	-0.092214	-0.142483	0.039545	-0.309431	-0.011421	0.055902	0.030993	-0.085726	-0.175028	0.018874	-0.077207	0.318056	0.231959	-0.131285	-0.197083	0.001181	0.050145	-0.045849	-0.102683	0.093823	0.083661	0.448892	0.149403	-0.173928	0.000258	0.143187	-0.048381	0.181116	0.245047	-0.211542	0.113275	-0.265464	0.067825	0.212654	0.117054	0.044761	0.285728	-0.115257	0.115319	-0.165284	-0.107056	-0.255407	-0.014370	-0.357584	0.141401	0.196863	-0.179342	0.235942	0.158840	-0.215562	0.018649	0.066849	0.206552	0.394357	0.157552	-0.187745	-0.109966	-0.313293	0.058010	-0.238842	-0.252782	-0.266909	-0.105908	-0.275463	0.035555	0.314865	-0.052166	-0.099600	0.021044	0.009692	-0.121061	-0.005905	0.048475	-0.093445	-0.114606	-0.225903	0.158784	-0.073214	0.097022	0.104087	0.078068	0.045744
